0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.874138624962131416e+02,3.203010830557112740e+02,2.620395421347663500e+02,2.223923411667216783e+02,1.860561749756401753e+02,1.556188985003669814e+02,1.400685548902438029e+02,1.353849456311248218e+02,1.241633827600892488e+02,1.152858800363340208e+02,1.032647126483870181e+02,1.009939394380608064e+02,9.151341939550694349e+01,8.574746751227462482e+01,7.851824730396089080e+01,7.045816862920568724e+01,6.656976916739796479e+01,6.324020877181847311e+01,5.652662208094746887e+01,5.364423927027050354e+01,4.943845627290366451e+01,4.794050643961070080e+01,4.477057157376832919e+01,4.300958982528732122e+01,3.922798681619730132e+01,3.592006314860300620e+01,3.399820612610729853e+01,3.142908436964827601e+01,3.055555542868620478e+01,2.797968594460489200e+01,2.336448171262754059e+01,2.175572805085672101e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.884673865001856257e+02,3.812637066094474108e+02,2.810143699305192513e+02,2.432418072741891706e+02,1.967032617878706731e+02,1.766852858342419665e+02,1.604619835423547443e+02,1.481793582892581469e+02,1.320286520354828497e+02,1.265903878973810919e+02,1.151368873201293468e+02,1.051751753175610844e+02,1.019510519081644162e+02,9.805148323457645176e+01,9.273645751971706375e+01,8.146394811836515260e+01,7.399908710101166776e+01,7.096161038536779131e+01,6.438675628098614823e+01,6.153328387436446434e+01,5.762451945203999060e+01,5.343704622563518569e+01,5.251359958351876145e+01,4.723587319846486565e+01,4.557778378957131338e+01,4.005650608185680994e+01,3.812343563290163928e+01,3.586769656184518595e+01,3.160298506293771226e+01,3.090587862237121897e+01,2.885799387034133900e+01,2.379298823086919867e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.740324536677987908e+02,3.655620094364361989e+02,2.820826020373763754e+02,2.502583999189601229e+02,2.002409310772097228e+02,1.752484637398011103e+02,1.525333880039097210e+02,1.503362259781561647e+02,1.322524222817696966e+02,1.235306024096419151e+02,1.154678932891476393e+02,1.072054659700092145e+02,1.000003219153374374e+02,9.390955748268812897e+01,8.367966288966647426e+01,7.813259915929013744e+01,7.044122881390264013e+01,6.427877620038792372e+01,6.144522019438754512e+01,5.726949254359612240e+01,5.460390709797106013e+01,5.361473048688402798e+01,4.716601089427275895e+01,4.350479249235363000e+01,4.107078977442215972e+01,3.853241147468580863e+01,3.571219469446765515e+01,3.413859606715286787e+01,3.129812730770559170e+01,3.053473049633659997e+01,2.676894042361150738e+01,2.388524528293088167e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.064545240872927252e+02,3.753880005902871630e+02,2.915490302058012730e+02,2.377737039356972844e+02,2.137287530301147171e+02,1.900784280566867039e+02,1.638115068837619788e+02,1.593104878098383779e+02,1.335461366020538208e+02,1.297733960038883083e+02,1.157417356782211328e+02,1.145560280762956467e+02,1.056825152617154799e+02,9.983195977057488335e+01,9.206811913731024788e+01,8.711808339515727084e+01,8.153935656132227905e+01,7.310296087921575747e+01,6.401767671534948079e+01,5.981195413454116760e+01,5.896401779430864565e+01,5.557649465445558690e+01,5.070264074461689319e+01,4.983068943862515709e+01,4.539798850056421742e+01,4.231750602700141428e+01,4.077861120158680563e+01,3.600268234680901713e+01,3.275312461867959257e+01,2.997966547771443402e+01,2.513059932055235279e+01,2.344026645029573785e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.571142351175154204e+02,2.729040638466150881e+02,2.593395801282337629e+02,2.079633954268124114e+02,1.993236795195153661e+02,1.491544080227319569e+02,1.426946997044977934e+02,1.332069591071120556e+02,1.271965262748122996e+02,1.181537444384429278e+02,1.023162557937104253e+02,9.687643465954091937e+01,9.499867759445326953e+01,8.739296904117321674e+01,8.017552704918507800e+01,7.302572194676827166e+01,6.912092207590266923e+01,6.310141667314528036e+01,5.773540163514145007e+01,5.434944805317911687e+01,4.796551784221207981e+01,4.563352721849346949e+01,4.087607556496254091e+01,3.937050128010064753e+01,3.849267491516726380e+01,3.581468344541676885e+01,3.484046158918350500e+01,3.023313635304948477e+01,2.847208003096924145e+01,2.744697083390439829e+01,2.218147911586538257e+01,2.111457346771260291e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.446463824759774184e+02,3.448454817911328973e+02,2.756655977265492083e+02,2.412797148550373834e+02,2.065061017202483811e+02,1.795879836312321913e+02,1.603741861491150758e+02,1.546058726743596878e+02,1.403864687926017609e+02,1.361146868452691194e+02,1.179532548838982677e+02,1.084802286443893138e+02,1.041490354860141423e+02,9.892660404455112655e+01,8.957913708735765113e+01,8.462446940177002830e+01,7.884221100536261417e+01,7.378161857577218541e+01,6.634794839839899794e+01,5.990774852614877943e+01,5.767297302729543418e+01,5.454892420842489997e+01,5.366839387008119644e+01,4.695924409878426076e+01,4.484220510775866586e+01,4.130760149481987753e+01,3.967771559517511548e+01,3.498612244802795601e+01,3.340667276647786821e+01,2.994429724464667331e+01,2.634775932699119494e+01,2.350735476546309499e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.959113905328693477e+02,3.045485033808718640e+02,2.913191932133788669e+02,2.299824023924309131e+02,2.030168982577687586e+02,1.568495526205148280e+02,1.472867421289775507e+02,1.435919268080852476e+02,1.268088707971466107e+02,1.144988589320136185e+02,1.048807022965897175e+02,9.838835721426737280e+01,9.540645482626844398e+01,8.411475856669163420e+01,8.029954549898569383e+01,7.135317835026840783e+01,6.758927730084455732e+01,6.538441003578765276e+01,5.858043756021493209e+01,5.549399197071027601e+01,5.043223077421612999e+01,4.938470758432735863e+01,4.576171396527423241e+01,4.145042460885890279e+01,3.951547947970864527e+01,3.563839998336444381e+01,3.510698897781090722e+01,3.245507534804269056e+01,3.059594475561619120e+01,2.657277454945108275e+01,2.459085945758053171e+01,2.253016623068738156e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.284560287461167718e+02,4.014955137213872831e+02,3.179372352015938645e+02,2.481121326457976011e+02,2.120285590436411098e+02,1.998358086718533286e+02,1.739434082785677163e+02,1.578865248096238076e+02,1.403465770073923693e+02,1.297967474394384908e+02,1.242178373225213193e+02,1.185817533648940696e+02,1.057140435925674069e+02,1.032508236258760803e+02,9.516716645295929311e+01,8.984908230233563131e+01,8.208918876139560439e+01,7.210152809496473481e+01,6.766226206416042999e+01,6.465470841323961793e+01,6.107317546346522619e+01,5.854261959232179890e+01,5.486647927288662174e+01,5.289220163165704491e+01,4.988271377942184870e+01,4.358282464330552131e+01,4.259821746244092111e+01,3.753589464912374041e+01,3.453820785098270818e+01,3.306528107179528320e+01,3.237240023725583171e+01,2.525675491795531258e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.070575752736824597e+02,4.582360518817028492e+02,3.300710965377556363e+02,2.836466990648926298e+02,2.372445203605179529e+02,2.188703356789962697e+02,1.855187643854121688e+02,1.661567952571518560e+02,1.555567064575682821e+02,1.463397141451471839e+02,1.271725444858573013e+02,1.199531571756975552e+02,1.169578796426241638e+02,1.108541674001452293e+02,1.010455718492619468e+02,9.431795710782103015e+01,8.162054326142499860e+01,7.827321138905165299e+01,7.355784641525913514e+01,6.692654623448423479e+01,6.282778679900038554e+01,5.910082126240410361e+01,5.705738641697426061e+01,5.087744361446984698e+01,4.984268835837929856e+01,4.301865478088816275e+01,4.162727425834901140e+01,4.090349733870806404e+01,3.569634973511048770e+01,3.362738978288444969e+01,3.059787975060688936e+01,2.534903092654159451e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
